index,gen
1296,aph(6)-Id
1296,blaADC-150
1296,blaCARB-16
1296,blaOXA-421
1296,sul1
1296,sul2
1297,adeD
1297,adeE
1297,amvA
1297,ant(2'')-Ia
1297,ant(3'')-IIa
1297,aph(3')-VI
1297,blaADC-18
1297,blaGIM-1
1297,blaOXA-500
1297,sul1
1298,adeD
1298,adeE
1298,amvA
1298,blaADC-245
1298,blaOXA-506
1299,adeD
1299,adeE
1299,amvA
1299,ant(3'')-IIa
1299,aph(3')-VI
1299,blaADC-18
1299,blaNDM
1299,blaOXA-500
1299,ble
1300,adeD
1300,adeE
1300,amvA
1300,ant(3'')-IIa
1300,blaADC-18
1300,blaNDM-1
1300,blaOXA-500
1300,ble
1301,adeD
1301,adeE
1301,amvA
1301,aph(3')-VIa
1301,blaADC-18
1301,blaOXA-23
1301,blaOXA-500
1302,adeD
1302,adeE
1302,amvA
1302,blaADC-18
1302,blaOXA-500
1303,adeD
1303,adeE
1303,amvA
1303,ant(3'')-IIa
1303,blaADC-18
1303,blaNDM-1
1303,blaOXA-500
1303,ble
1304,adeD
1304,adeE
1304,amvA
1304,blaADC-18
1304,blaOXA-500
1305,adeD
1305,adeE
1305,amvA
1305,ant(3'')-IIa
1305,blaADC-18
1305,blaOXA-500
1306,adeD
1306,adeE
1306,amvA
1306,ant(3'')-IIa
1306,blaADC-18
1306,blaOXA-500
1307,aac(6')-Ib4
1307,adeD
1307,adeE
1307,amvA
1307,ant(2'')-Ia
1307,ant(3'')-IIa
1307,aph(3')-Ia
1307,aph(3')-VI
1307,blaADC-18
1307,blaOXA-500
1307,blaVIM-2
1307,sul1
1308,aac(6')-Ib4
1308,adeD
1308,adeE
1308,amvA
1308,ant(3'')-IIa
1308,aph(3')-Ia
1308,aph(3')-VI
1308,blaADC-18
1308,blaOXA-500
1308,blaVIM-2
1308,sul1
1308,tet(39)
1309,amvA
1309,ant(3'')-IIa
1309,aph(3')-VI
1309,blaADC
1309,blaNDM-1
1309,blaOXA-501
1309,ble
1310,amvA
1310,aph(3')-VIa
1310,blaADC
1310,blaOXA-164
1310,blaOXA-502
1311,adeD
1311,adeE
1311,amvA
1311,ant(2'')-Ia
1311,ant(3'')-IIa
1311,aph(3')-VI
1311,blaADC-18
1311,blaGIM-1
1311,blaOXA-500
1311,sul1
1312,aac(3)-IIe
1312,abaF
1312,adeC
1312,amvA
1312,ant(3'')-IIa
1312,aph(3'')-Ib
1312,aph(3')-Ia
1312,aph(3')-VIa
1312,aph(6)-Id
1312,blaADC
1312,blaOXA-23
1312,blaOXA-66
1312,sul2
1312,tet(B)
1313,abaF
1313,adeC
1313,amvA
1313,ant(3'')-IIa
1313,aph(3'')-Ib
1313,aph(6)-Id
1313,blaADC-162
1313,blaOXA-23
1313,blaOXA-66
1313,blaTEM-1
1313,sul2
1313,tet(B)
1314,aadA2
1314,abaF
1314,adeC
1314,amvA
1314,ant(2'')-Ia
1314,ant(3'')-IIa
1314,aph(3')-Ia
1314,aph(3')-VIa
1314,blaADC-30
1314,blaOXA-223
1314,blaOXA-23
1314,sul1
1315,abaF
1315,amvA
1315,ant(3'')-IIa
1315,aph(3'')-Ib
1315,aph(3')-VIa
1315,aph(6)-Id
1315,armA
1315,arr-2
1315,blaADC-26
1315,blaOXA-104
1315,blaOXA-23
1315,blaPER-7
1315,cmlA5
1315,mph(E)
1315,msr(E)
1315,sul1
1315,sul2
1315,tet(B)
1316,aac(6')-Ib'
1316,aadA1
1316,abaF
1316,adeC
1316,amvA
1316,ant(3'')-IIa
1316,aph(3'')-Ib
1316,aph(3')-Ia
1316,aph(3')-VIa
1316,aph(6)-Id
1316,armA
1316,blaADC-162
1316,blaOXA-23
1316,blaOXA-66
1316,catB8
1316,mph(E)
1316,msr(E)
1316,sul1
1316,sul2
1316,tet(B)
1317,aac(6')-Ib'
1317,aadA1
1317,abaF
1317,adeC
1317,amvA
1317,ant(3'')-IIa
1317,aph(3'')-Ib
1317,aph(6)-Id
1317,armA
1317,blaADC-30
1317,blaOXA-113
1317,blaTEM-1
1317,catB8
1317,mph(E)
1317,msr(E)
1317,sul1
1317,tet(B)
1318,abaF
1318,adeC
1318,amvA
1318,ant(3'')-IIa
1318,aph(3'')-Ib
1318,aph(3')-Ia
1318,aph(6)-Id
1318,blaADC-30
1318,blaOXA-66
1318,blaOXA-72
1318,blaTEM-1
1318,mph(E)
1318,msr(E)
1318,sul2
1318,tet(B)
1319,abaF
1319,adeC
1319,adeD
1319,adeE
1319,amvA
1319,bla
1319,blaADC
1320,adeD
1320,adeE
1320,amvA
1320,blaADC-132
1320,blaOXA-273
1320,fos
1321,aadA2
1321,abaF
1321,adeC
1321,amvA
1321,ant(2'')-Ia
1321,ant(3'')-IIa
1321,blaADC-212
1321,blaOXA-223
1321,sul1
1322,amvA
1322,ant(3'')-IIa
1322,blaADC-79
1322,blaOXA-100
1323,abaF
1323,amvA
1323,ant(3'')-IIa
1323,blaADC-163
1323,blaOXA-121
1324,abaF
1324,amvA
1324,ant(3'')-IIa
1324,blaADC-52
1324,blaOXA-90
1325,abaF
1325,amvA
1325,ant(3'')-IIa
1325,blaADC-237
1325,blaOXA-938
1326,adeD
1326,adeE
1326,amvA
1326,ant(3'')-IIa
1326,blaADC-18
1326,blaOXA-500
1327,abaF
1327,amvA
1327,ant(3'')-IIa
1327,blaADC-238
1327,blaOXA-510
1328,abaF
1328,amvA
1328,ant(3'')-IIa
1328,aph(3'')-Ib
1328,aph(6)-Id
1328,blaADC-106
1328,blaOXA-340
1328,sul2
1328,tet(B)
1329,abaF
1329,amvA
1329,ant(3'')-IIa
1329,blaADC-80
1329,blaOXA-94
1330,adeC
1330,adeD
1330,adeE
1330,amvA
1330,bla
1330,blaADC-130
1331,adeD
1331,adeE
1331,amvA
1331,bla
1331,blaADC-239
1332,adeD
1332,adeE
1332,amvA
1332,blaADC-265
1332,blaOXA-832
1333,adeD
1333,adeE
1333,amvA
1333,ant(3'')-IIa
1333,blaADC-18
1333,blaOXA-500
1334,adeD
1334,adeE
1334,amvA
1334,blaADC-18
1334,blaOXA-500
1335,adeD
1335,adeE
1335,amvA
1335,ant(3'')-IIa
1335,blaADC-18
1335,blaOXA-500
1336,adeD
1336,adeE
1336,amvA
1336,blaADC-18
1336,blaOXA-500
1337,abaF
1337,amvA
1337,ant(3'')-IIa
1337,blaADC-243
1337,blaOXA-65
1338,amvA
1338,ant(3'')-IIa
1338,blaADC-32
1338,blaOXA-64
1339,adeD
1339,adeE
1339,amvA
1339,ant(3'')-IIa
1339,blaADC-18
1339,blaOXA-500
1340,amvA
1340,ant(3'')-IIa
1340,blaADC-150
1340,blaOXA-421
1340,fos
1341,adeC
1341,adeD
1341,adeE
1341,amvA
1341,bla
1341,blaADC
1342,amvA
1342,ant(3'')-IIa
1342,blaADC-154
1342,blaOXA-78
1343,adeD
1343,adeE
1343,amvA
1343,blaADC-18
1343,blaOXA-500
1344,adeD
1344,adeE
1344,amvA
1344,blaADC-18
1344,blaOXA-500
1345,amvA
1345,ant(3'')-IIa
1345,blaADC-241
1345,blaOXA-98
1346,abaF
1346,amvA
1346,ant(3'')-IIa
1346,aph(3'')-Ib
1346,aph(6)-Id
1346,blaADC-50
1346,blaOXA-64
1346,sul2
1347,adeD
1347,adeE
1347,amvA
1347,ant(3'')-IIa
1347,blaADC-18
1347,blaOXA-500
1348,amvA
1348,ant(3'')-IIa
1348,blaADC-150
1348,blaOXA-421
1349,adeD
1349,adeE
1349,amvA
1349,ant(3'')-IIa
1349,aph(3')-Ia
1349,aph(3')-VIa
1349,blaADC-18
1349,blaOXA-500
1350,adeD
1350,adeE
1350,amvA
1350,ant(3'')-IIa
1350,blaADC-245
1350,blaOXA-506
1351,abaF
1351,amvA
1351,ant(3'')-IIa
1351,blaADC-154
1351,blaOXA
1352,adeD
1352,adeE
1352,amvA
1352,ant(3'')-IIa
1352,blaADC-18
1352,blaOXA-500
1353,adeD
1353,adeE
1353,amvA
1353,ant(3'')-IIa
1353,blaADC-18
1353,blaOXA-500
1354,adeD
1354,adeE
1354,amvA
1354,ant(3'')-IIa
1354,blaADC-245
1354,blaOXA-506
1355,abaF
1355,amvA
1355,ant(3'')-IIa
1355,blaADC-247
1355,blaOXA-106
1356,adeE
1356,amvA
1356,blaADC-18
1356,blaOXA-500
1357,adeD
1357,adeE
1357,amvA
1357,blaADC-18
1357,blaOXA-500
1358,adeD
1358,adeE
1358,amvA
1358,ant(3'')-IIa
1358,blaADC-245
1358,blaOXA-506
1359,amvA
1359,ant(3'')-IIa
1359,blaADC-57
1359,blaOXA-65
1360,aac(3)-Ia
1360,aadA1
1360,abaF
1360,adeC
1360,amvA
1360,ant(3'')-IIa
1360,blaADC-250
1360,blaOXA-66
1361,adeD
1361,adeE
1361,amvA
1361,ant(3'')-IIa
1361,blaADC-18
1361,blaOXA-500
1362,adeD
1362,adeE
1362,amvA
1362,blaADC-18
1362,blaOXA-500
1363,adeD
1363,adeE
1363,amvA
1363,ant(3'')-IIa
1363,blaADC-18
1363,blaOXA-500
1364,adeD
1364,adeE
1364,amvA
1364,ant(3'')-IIa
1364,blaADC-18
1364,blaOXA-500
1365,adeD
1365,adeE
1365,amvA
1365,ant(3'')-IIa
1365,blaADC-70
1365,blaOXA-506
1366,abaF
1366,amvA
1366,ant(3'')-IIa
1366,blaADC-79
1366,blaOXA-100
1367,adeD
1367,adeE
1367,amvA
1367,blaADC-18
1367,blaOXA-500
1368,adeD
1368,adeE
1368,amvA
1368,ant(3'')-IIa
1368,blaADC-245
1368,blaOXA-506
1369,adeD
1369,adeE
1369,amvA
1369,blaADC-18
1369,blaOXA-500
1370,abaF
1370,adeC
1370,amvA
1370,ant(3'')-IIa
1370,aph(3'')-Ib
1370,aph(6)-Id
1370,blaADC-249
1370,blaOXA-208
1370,sul2
1371,abaF
1371,amvA
1371,ant(3'')-IIa
1371,blaADC-163
1371,blaOXA-121
1372,abaF
1372,amvA
1372,blaADC
1372,blaOXA-819
1373,adeD
1373,adeE
1373,amvA
1373,ant(3'')-IIa
1373,blaADC-18
1373,blaOXA-500
1374,amvA
1374,ant(3'')-IIa
1374,blaADC-150
1374,blaOXA-421
1375,adeC
1375,adeD
1375,adeE
1375,amvA
1375,bla
1375,blaADC-239
1376,amvA
1376,ant(3'')-IIa
1376,blaADC-79
1376,blaOXA-100
1377,amvA
1377,ant(3'')-IIa
1377,blaADC-254
1377,blaOXA-716
1378,abaF
1378,adeC
1378,adeD
1378,adeE
1378,amvA
1378,bla
1378,blaADC-255
1378,fos
1379,aac(6')-Ib'
1379,aadA1
1379,abaF
1379,adeC
1379,amvA
1379,ant(3'')-IIa
1379,aph(3'')-Ib
1379,aph(3')-Ia
1379,aph(3')-VIa
1379,aph(6)-Id
1379,armA
1379,blaADC-30
1379,blaOXA-23
1379,blaOXA-82
1379,catB8
1379,mph(E)
1379,msr(E)
1379,sul1
1379,tet(B)
1380,adeD
1380,adeE
1380,amvA
1380,ant(3'')-IIa
1380,blaADC
1380,blaOXA-500
1381,abaF
1381,amvA
1381,ant(3'')-IIa
1381,bla
1381,blaADC-80
1381,blaOXA-94
1382,adeD
1382,adeE
1382,amvA
1382,blaADC-252
1382,blaOXA-943
1382,fos
1383,abaF
1383,amvA
1383,ant(3'')-IIa
1383,blaADC-120
1383,blaOXA-65
1384,adeD
1384,adeE
1384,amvA
1384,ant(3'')-IIa
1384,blaADC-18
1384,blaOXA-500
1384,tet(39)
1385,abaF
1385,amvA
1385,blaADC-253
1385,blaOXA-941
1386,adeD
1386,adeE
1386,amvA
1386,blaADC-252
1386,blaOXA-943
1386,fos
1387,amvA
1387,ant(3'')-IIa
1387,blaOXA-217
1388,adeD
1388,adeE
1388,amvA
1388,blaADC-70
1388,blaOXA-942
1389,aac(6')-Ib'
1389,aadA1
1389,abaF
1389,adeC
1389,amvA
1389,ant(3'')-IIa
1389,aph(3'')-Ib
1389,aph(3')-Ia
1389,aph(3')-VIa
1389,aph(6)-Id
1389,armA
1389,blaADC-162
1389,blaOXA-23
1389,blaOXA-66
1389,catB8
1389,mph(E)
1389,msr(E)
1389,sul1
1389,tet(B)
1390,abaF
1390,amvA
1390,blaADC-251
1390,blaOXA-940
1391,abaF
1391,amvA
1391,ant(3'')-IIa
1391,bla
1391,blaADC-122
1391,blaOXA-263
1392,aadA2
1392,abaF
1392,adeC
1392,amvA
1392,ant(2'')-Ia
1392,ant(3'')-IIa
1392,aph(3')-Ia
1392,blaADC-220
1392,blaOXA-223
1392,blaOXA-72
1392,sul1
1393,aac(6')-Ib'
1393,aadA1
1393,abaF
1393,adeC
1393,amvA
1393,ant(3'')-IIa
1393,aph(3'')-Ib
1393,aph(3')-Ia
1393,aph(6)-Id
1393,armA
1393,blaADC-30
1393,blaOXA-23
1393,blaOXA-66
1393,catB8
1393,mph(E)
1393,msr(E)
1393,sul1
1393,tet(B)
1394,aac(6')-Ian
1394,abaF
1394,amvA
1394,ant(3'')-IIa
1394,blaADC
1394,blaOXA-23
1394,blaOXA-65
1394,sul2
1395,adeC
1395,adeD
1395,adeE
1395,amvA
1395,bla
1395,blaADC
1396,aac(6')-Ian
1396,abaF
1396,amvA
1396,ant(3'')-IIa
1396,aph(3'')-Ib
1396,aph(6)-Id
1396,blaADC-214
1396,blaOXA-65
1396,cml
1396,sul2
1397,abaF
1397,amvA
1397,ant(3'')-IIa
1397,aph(3')-VIa
1397,blaADC-76
1397,blaOXA-235
1397,blaOXA-68
1397,sul2
1397,tet(39)
1398,abaF
1398,amvA
1398,ant(3'')-IIa
1398,blaADC-241
1398,blaOXA-98
1399,amvA
1399,ant(3'')-IIa
1399,bla
1399,blaADC-160
1399,blaOXA-69
1400,aac(3)-Ia
1400,aadA1
1400,abaF
1400,amvA
1400,ant(3'')-IIa
1400,aph(3')-Ia
1400,aph(3')-VIa
1400,blaADC
1400,blaOXA-23
1400,blaOXA-69
1400,blaTEM-1
1400,catA1
1400,sul1
1400,tet(A)
1401,amvA
1401,ant(3'')-IIa
1401,blaADC-165
1401,blaOXA-51
1402,aadA1
1402,abaF
1402,amvA
1402,ant(2'')-Ia
1402,ant(3'')-IIa
1402,aph(3')-Ia
1402,blaADC-76
1402,blaCARB-16
1402,blaCTX-M-15
1402,blaOXA-68
1402,cml
1402,dfrA1
1402,sat2
1402,sul2
1403,abaF
1403,adeC
1403,amvA
1403,ant(2'')-Ia
1403,ant(3'')-IIa
1403,blaADC-25
1403,blaOXA-69
1404,abaF
1404,adeC
1404,amvA
1404,ant(2'')-Ia
1404,blaADC-97
1404,blaOXA-82
1404,catB3
1404,dfrA19
1404,mph(E)
1404,msr(E)
1404,sul1
1405,aadA2
1405,abaF
1405,amvA
1405,ant(2'')-Ia
1405,ant(3'')-IIa
1405,blaADC-11
1405,blaCARB-2
1405,blaOXA-23
1405,blaOXA-69
1405,catB11
1405,catB3
1405,cmlA1
1405,dfrA19
1405,mph(E)
1405,msr(E)
1405,sul1
1406,amvA
1406,ant(3'')-IIa
1406,blaADC-154
1406,blaOXA-78
1407,abaF
1407,adeC
1407,amvA
1407,ant(3'')-IIa
1407,blaADC-249
1407,blaOXA-208
1408,aadA1
1408,abaF
1408,amvA
1408,ant(2'')-Ia
1408,ant(3'')-IIa
1408,aph(3')-Ia
1408,blaADC-26
1408,blaCARB-16
1408,blaCTX-M-15
1408,blaOXA-64
1408,cml
1408,dfrA1
1408,sat2
1408,sul2
1409,abaF
1409,adeC
1409,amvA
1409,ant(2'')-Ia
1409,ant(3'')-IIa
1409,aph(3'')-Ib
1409,aph(6)-Id
1409,blaADC-92
1409,blaCARB-16
1409,blaOXA-68
1409,cml
1409,sul2
1409,tet(39)
1410,abaF
1410,adeC
1410,amvA
1410,ant(3'')-IIa
1410,aph(3'')-Ib
1410,aph(6)-Id
1410,blaADC-249
1410,blaOXA-208
1410,sul2
1411,aac(3)-Ia
1411,aadA1
1411,abaF
1411,amvA
1411,ant(2'')-Ia
1411,ant(3'')-IIa
1411,aph(3'')-Ib
1411,aph(3')-VIa
1411,aph(6)-Id
1411,blaADC-26
1411,blaOXA-64
1411,sul1
1411,sul2
1412,abaF
1412,amvA
1412,ant(3'')-IIa
1412,blaADC
1412,blaOXA-71
1413,abaF
1413,adeC
1413,amvA
1413,ant(3'')-IIa
1413,blaADC
1413,blaOXA-856
1414,abaF
1414,amvA
1414,ant(3'')-IIa
1414,aph(3'')-Ib
1414,aph(6)-Id
1414,blaADC-50
1414,blaOXA-64
1414,sul2
1414,tet(B)
1415,abaF
1415,amvA
1415,ant(3'')-IIa
1415,blaADC-57
1415,blaOXA-64
1416,aac(3)-Ia
1416,aadA1
1416,adeC
1416,amvA
1416,ant(3'')-IIa
1416,aph(3'')-Ib
1416,aph(3')-VIa
1416,aph(6)-Id
1416,blaADC-25
1416,blaOXA-66
1416,blaTEM-1
1416,catA1
1416,sul1
1416,sul2
1416,tet(B)
1417,abaF
1417,amvA
1417,ant(3'')-IIa
1417,blaADC-249
1417,blaOXA-208
1417,fos
1418,aadA1
1418,abaF
1418,amvA
1418,ant(2'')-Ia
1418,ant(3'')-IIa
1418,aph(3')-VIa
1418,blaADC-185
1418,blaOXA-23
1418,blaOXA-88
1418,dfrA1
1418,mph(E)
1418,msr(E)
1418,sat2
1418,sul1
1419,abaF
1419,amvA
1419,ant(3'')-IIa
1419,blaADC-79
1419,blaOXA-100
1420,abaF
1420,amvA
1420,ant(3'')-IIa
1420,blaADC-79
1420,blaOXA-100
1421,abaF
1421,amvA
1421,ant(3'')-IIa
1421,blaADC
1421,blaOXA-735
1422,abaF
1422,amvA
1422,ant(3'')-IIa
1422,blaADC-52
1422,blaOXA-90
1423,abaF
1423,adeC
1423,amvA
1423,ant(3'')-IIa
1423,aph(3'')-Ib
1423,aph(6)-Id
1423,blaADC-249
1423,blaOXA-208
1423,sul2
1424,abaF
1424,adeC
1424,amvA
1424,ant(3'')-IIa
1424,blaADC-249
1424,blaOXA-208
1425,abaF
1425,amvA
1425,ant(3'')-IIa
1425,blaADC-279
1425,blaOXA-120
1426,abaF
1426,adeC
1426,amvA
1426,ant(3'')-IIa
1426,aph(3'')-Ib
1426,aph(6)-Id
1426,blaADC-249
1426,blaOXA-208
1426,sul2
1427,amvA
1427,ant(3'')-IIa
1427,blaADC-155
1427,blaOXA-69
1428,abaF
1428,amvA
1428,ant(3'')-IIa
1428,blaADC-32
1428,blaOXA-64
1429,amvA
1429,ant(3'')-IIa
1429,blaADC-95
1429,blaOXA-100
1430,amvA
1430,ant(3'')-IIa
1430,blaADC-242
1430,blaOXA-314
1431,aac(6')-Ian
1431,abaF
1431,amvA
1431,aph(3'')-Ib
1431,aph(6)-Id
1431,blaADC
1431,blaOXA-253
1431,blaOXA-65
1431,cml
1431,floR
1431,sul2
1432,aac(3)-IIe
1432,aac(6')-Ib
1432,aadA11
1432,abaF
1432,adeC
1432,amvA
1432,ant(3'')-IIa
1432,blaOXA-113
1432,blaSHV-5
1432,dfrB1
1432,sul1
1433,abaF
1433,adeC
1433,amvA
1433,ant(3'')-IIa
1433,blaADC-76
1433,blaOXA-68
1433,sul2
1434,abaF
1434,adeC
1434,amvA
1434,ant(3'')-IIa
1434,blaADC
1434,blaOXA
1435,abaF
1435,amvA
1435,ant(3'')-IIa
1435,blaADC-244
1435,blaOXA-387
1436,abaF
1436,amvA
1436,ant(3'')-IIa
1436,blaADC-120
1436,blaOXA-65
1437,abaF
1437,amvA
1437,ant(3'')-IIa
1437,blaADC-87
1437,blaOXA-51
1438,abaF
1438,adeC
1438,amvA
1438,ant(3'')-IIa
1438,blaADC
1438,blaOXA-374
1439,adeC
1439,amvA
1439,ant(3'')-IIa
1439,blaADC-155
1439,blaOXA-69
1440,aac(3)-IIe
1440,aac(6')-Ib4
1440,aadA1
1440,amvA
1440,ant(3'')-IIa
1440,aph(3'')-Ib
1440,aph(3')-VIa
1440,arr-3
1440,blaADC-156
1440,blaIMP-16
1440,blaOXA-120
1440,blaTEM-1
1440,blaVEB-9
1440,dfrA1
1440,floR
1440,mph(E)
1440,msr(E)
1440,sat2
1440,sul1
1440,tet(X3)
1441,aac(3)-IIe
1441,aac(6')-Ian
1441,amvA
1441,ant(2'')-Ia
1441,ant(3'')-IIa
1441,aph(3'')-Ib
1441,aph(3')-Ia
1441,aph(6)-Id
1441,blaADC
1441,blaCARB-16
1441,blaNDM-1
1441,blaOXA-407
1441,blaTEM-1
1441,ble
1441,sul2
1441,tet(B)
1442,abaF
1442,amvA
1442,ant(3'')-IIa
1442,blaADC-80
1442,blaOXA-94
1443,abaF
1443,amvA
1443,ant(3'')-IIa
1443,blaADC
1443,blaOXA-424
1443,sul2
1443,tet(B)
1444,abaF
1444,adeC
1444,amvA
1444,ant(3'')-IIa
1444,aph(3'')-Ib
1444,aph(3')-VIa
1444,aph(6)-Id
1444,blaADC
1444,blaOXA-23
1444,blaOXA-371
1444,sul2
1445,aac(3)-IIe
1445,aac(6')-Ian
1445,abaF
1445,amvA
1445,ant(3'')-IIa
1445,aph(3'')-Ib
1445,aph(3')-VIa
1445,aph(6)-Id
1445,blaADC
1445,blaOXA-90
1445,blaOXA
1445,blaTEM-1
1445,sul2
1445,tet(B)
1446,aac(3)-IIe
1446,aac(6')-Ian
1446,abaF
1446,amvA
1446,ant(3'')-IIa
1446,aph(3'')-Ib
1446,aph(6)-Id
1446,blaADC-5
1446,blaOXA-65
1446,blaTEM-1
1446,cml
1446,sul2
1447,abaF
1447,amvA
1447,ant(3'')-IIa
1447,blaADC
1447,blaOXA
1447,sul2
1448,abaF
1448,amvA
1448,ant(3'')-IIa
1448,blaADC-26
1448,blaOXA-259
1449,aac(3)-IIe
1449,aac(6')-Ian
1449,abaF
1449,amvA
1449,ant(3'')-IIa
1449,aph(3'')-Ib
1449,aph(6)-Id
1449,blaADC
1449,blaOXA-180
1449,blaTEM-1
1449,fos
1449,sul2
1449,tet(B)
1450,abaF
1450,amvA
1450,ant(3'')-IIa
1450,blaADC-164
1450,blaOXA-431
1451,abaF
1451,amvA
1451,ant(3'')-IIa
1451,bla
1451,blaADC-80
1451,blaOXA-94
1452,abaF
1452,amvA
1452,ant(2'')-Ia
1452,ant(3'')-IIa
1452,aph(3'')-Ib
1452,aph(3')-VIa
1452,aph(6)-Id
1452,blaADC-263
1452,blaOXA-51
1452,sul2
1453,aac(3)-IIe
1453,aac(6')-Ian
1453,abaF
1453,amvA
1453,ant(3'')-IIa
1453,aph(3'')-Ib
1453,aph(6)-Id
1453,blaADC-203
1453,blaNDM-1
1453,blaOXA-70
1453,blaTEM-1
1453,ble
1453,sul2
1453,tet(B)
1454,abaF
1454,amvA
1454,ant(3'')-IIa
1454,blaADC-26
1454,blaOXA-104
1454,blaOXA-72
1455,abaF
1455,adeC
1455,amvA
1455,ant(3'')-IIa
1455,aph(3'')-Ib
1455,aph(3')-VIa
1455,aph(6)-Id
1455,blaADC
1455,blaOXA-23
1455,blaOXA-371
1455,dfrA44
1455,floR
1455,mph(E)
1455,sul2
1456,abaF
1456,amvA
1456,ant(3'')-IIa
1456,blaADC
1456,blaOXA-67
1457,adeC
1457,amvA
1457,ant(2'')-Ia
1457,ant(3'')-IIa
1457,aph(3'')-Ib
1457,aph(3')-VIa
1457,aph(6)-Id
1457,blaADC
1457,blaOXA-23
1457,blaOXA-371
1457,floR
1457,mph(E)
1457,msr(E)
1457,sul2
1458,abaF
1458,adeC
1458,amvA
1458,ant(3'')-IIa
1458,aph(3'')-Ib
1458,aph(3')-Ia
1458,aph(6)-Id
1458,blaADC-73
1458,blaOXA-23
1458,blaOXA-66
1458,blaTEM-1
1458,sul2
1458,tet(B)
1459,abaF
1459,adeC
1459,amvA
1459,ant(3'')-IIa
1459,aph(3'')-Ib
1459,aph(3')-Ia
1459,aph(6)-Id
1459,armA
1459,blaADC-73
1459,blaOXA-23
1459,blaOXA-66
1459,blaTEM-1
1459,mph(E)
1459,msr(E)
1459,sul2
1459,tet(B)
1460,abaF
1460,adeC
1460,amvA
1460,ant(3'')-IIa
1460,aph(3'')-Ib
1460,aph(3')-Ia
1460,aph(6)-Id
1460,armA
1460,blaADC-73
1460,blaOXA-23
1460,blaOXA-66
1460,blaTEM-1
1460,mph(E)
1460,msr(E)
1460,sul2
1460,tet(B)
1461,abaF
1461,adeC
1461,amvA
1461,ant(3'')-IIa
1461,aph(3'')-Ib
1461,aph(3')-Ia
1461,aph(6)-Id
1461,armA
1461,blaADC-73
1461,blaOXA-23
1461,blaOXA-66
1461,blaTEM-1
1461,mph(E)
1461,msr(E)
1461,sul2
1461,tet(B)
1462,abaF
1462,adeC
1462,amvA
1462,ant(3'')-IIa
1462,aph(3'')-Ib
1462,aph(3')-Ia
1462,aph(6)-Id
1462,armA
1462,blaADC-73
1462,blaOXA-23
1462,blaOXA-66
1462,blaTEM-1
1462,mph(E)
1462,msr(E)
1462,tet(B)
1463,abaF
1463,adeC
1463,amvA
1463,ant(3'')-IIa
1463,aph(3'')-Ib
1463,aph(3')-Ia
1463,aph(6)-Id
1463,armA
1463,blaADC-73
1463,blaOXA-23
1463,blaOXA-66
1463,blaTEM-1
1463,mph(E)
1463,msr(E)
1463,sul2
1463,tet(B)
1464,abaF
1464,adeC
1464,amvA
1464,ant(3'')-IIa
1464,aph(3'')-Ib
1464,aph(3')-Ia
1464,aph(6)-Id
1464,armA
1464,blaADC-73
1464,blaOXA-23
1464,blaOXA-66
1464,mph(E)
1464,msr(E)
1464,sul2
1464,tet(B)
1465,abaF
1465,adeC
1465,amvA
1465,ant(3'')-IIa
1465,aph(3'')-Ib
1465,aph(3')-Ia
1465,aph(6)-Id
1465,armA
1465,blaADC-73
1465,blaOXA-23
1465,blaOXA-66
1465,blaTEM-1
1465,mph(E)
1465,msr(E)
1465,sul2
1465,tet(B)
1466,abaF
1466,adeC
1466,amvA
1466,ant(3'')-IIa
1466,blaADC-82
1466,blaOXA-23
1466,blaOXA-66
1466,blaTEM-1
1467,aac(3)-Ia
1467,abaF
1467,adeC
1467,amvA
1467,ant(3'')-IIa
1467,aph(3')-Ia
1467,blaADC-191
1467,blaOXA-23
1467,blaOXA-69
1467,dfrA1
1467,sat2
1467,sul1
1467,sul2
1467,tet(B)
1468,aac(3)-Ia
1468,abaF
1468,adeC
1468,amvA
1468,ant(3'')-IIa
1468,aph(3')-Ia
1468,blaADC-191
1468,blaOXA-23
1468,blaOXA-69
1468,dfrA1
1468,sat2
1468,sul1
1468,sul2
1468,tet(B)
1469,aac(3)-Ia
1469,aadA1
1469,abaF
1469,adeC
1469,amvA
1469,ant(3'')-IIa
1469,aph(3'')-Ib
1469,aph(3')-Ia
1469,aph(6)-Id
1469,armA
1469,arr-2
1469,blaADC
1469,blaNDM-1
1469,blaOXA-23
1469,blaOXA-69
1469,blaPER-7
1469,ble
1469,cmlA5
1469,dfrA1
1469,mph(E)
1469,msr(E)
1469,sat2
1469,sul1
1469,sul2
1469,tet(B)
1470,aac(3)-Ia
1470,abaF
1470,adeC
1470,amvA
1470,ant(3'')-IIa
1470,aph(3')-Ia
1470,aph(3')-VIa
1470,blaADC-191
1470,blaOXA-23
1470,blaOXA-69
1470,dfrA1
1470,sat2
1470,sul1
1470,sul2
1470,tet(B)
1471,aac(3)-Ia
1471,aadA1
1471,abaF
1471,adeC
1471,amvA
1471,ant(3'')-IIa
1471,aph(3'')-Ib
1471,aph(3')-Ia
1471,aph(3')-VIa
1471,aph(6)-Id
1471,blaADC-191
1471,blaNDM-1
1471,blaNDM
1471,blaOXA-23
1471,blaOXA-69
1471,ble
1471,dfrA1
1471,sat2
1471,sul1
1471,sul2
1471,tet(B)
1472,aac(3)-Ia
1472,aadA1
1472,abaF
1472,adeC
1472,amvA
1472,ant(3'')-IIa
1472,aph(3'')-Ib
