index,gen
7687,blaADC-241
7687,blaOXA-98
7688,amvA
7688,ant(3'')-IIa
7688,blaADC-241
7688,blaOXA-98
7689,amvA
7689,ant(3'')-IIa
7689,blaADC-241
7689,blaOXA-98
7690,abaF
7690,adeC
7690,amvA
7690,ant(2'')-Ia
7690,ant(3'')-IIa
7690,aph(3'')-Ib
7690,aph(3')-VIa
7690,aph(6)-Id
7690,blaADC-76
7690,blaMCA
7690,blaOXA-68
7690,sul2
7690,tet(39)
7691,abaF
7691,adeC
7691,amvA
7691,ant(2'')-Ia
7691,ant(3'')-IIa
7691,aph(3'')-Ib
7691,aph(3')-VIa
7691,aph(6)-Id
7691,blaADC-76
7691,blaMCA
7691,blaOXA-68
7691,sul2
7691,tet(39)
7692,abaF
7692,adeC
7692,amvA
7692,ant(2'')-Ia
7692,ant(3'')-IIa
7692,aph(3'')-Ib
7692,aph(3')-VIa
7692,aph(6)-Id
7692,blaADC-76
7692,blaMCA
7692,blaOXA-68
7692,sul2
7692,tet(39)
7693,abaF
7693,adeC
7693,amvA
7693,ant(2'')-Ia
7693,ant(3'')-IIa
7693,aph(3'')-Ib
7693,aph(3')-VIa
7693,aph(6)-Id
7693,blaADC
7693,blaOXA-69
7693,sul2
7693,tet(39)
7694,abaF
7694,adeC
7694,amvA
7694,ant(2'')-Ia
7694,ant(3'')-IIa
7694,aph(3'')-Ib
7694,aph(3')-VIa
7694,aph(6)-Id
7694,blaADC
7694,blaOXA-69
7694,sul2
7694,tet(39)
7695,abaF
7695,adeC
7695,amvA
7695,ant(2'')-Ia
7695,ant(3'')-IIa
7695,aph(3'')-Ib
7695,aph(3')-VIa
7695,aph(6)-Id
7695,blaADC
7695,blaOXA-69
7695,sul2
7695,tet(39)
7696,abaF
7696,amvA
7696,ant(3'')-IIa
7696,blaADC-52
7696,blaOXA-90
7697,aac(3)-IIe
7697,aac(6')-Ian
7697,abaF
7697,amvA
7697,ant(3'')-IIa
7697,aph(3'')-Ib
7697,aph(6)-Id
7697,blaADC-215
7697,blaOXA-24
7697,blaOXA-65
7697,blaTEM-1
7697,sul2
7698,abaF
7698,adeC
7698,amvA
7698,ant(3'')-IIa
7698,aph(3'')-Ib
7698,aph(3')-Ia
7698,aph(6)-Id
7698,blaADC-162
7698,blaOXA-23
7698,blaOXA-66
7698,blaTEM-1
7698,mph(E)
7698,msr(E)
7698,tet(B)
7699,aac(3)-IIe
7699,aac(6')-Ian
7699,abaF
7699,amvA
7699,ant(2'')-Ia
7699,ant(3'')-IIa
7699,blaADC
7699,blaOXA-24
7699,blaOXA-65
7699,blaTEM-1
7699,catB3
7699,mph(E)
7699,msr(E)
7699,sul1
7699,sul2
7700,aac(3)-IIe
7700,aac(6')-Ian
7700,abaF
7700,amvA
7700,ant(3'')-IIa
7700,aph(3'')-Ib
7700,aph(6)-Id
7700,blaADC-214
7700,blaOXA-24
7700,blaOXA-65
7700,blaTEM-1
7700,cml
7700,sul2
7701,aac(6')-Ib'
7701,aadA1
7701,abaF
7701,adeC
7701,amvA
7701,ant(3'')-IIa
7701,aph(3'')-Ib
7701,aph(3')-Ia
7701,aph(6)-Id
7701,armA
7701,blaADC-30
7701,blaOXA-23
7701,blaOXA
7701,catB8
7701,mph(E)
7701,msr(E)
7701,sul1
7701,tet(B)
7702,abaF
7702,adeC
7702,amvA
7702,ant(2'')-Ia
7702,ant(3'')-IIa
7702,aph(3')-VIa
7702,blaADC-240
7702,blaOXA-23
7702,blaOXA-69
7702,sul2
7703,abaF
7703,adeC
7703,amvA
7703,ant(2'')-Ia
7703,ant(3'')-IIa
7703,aph(3')-VIa
7703,blaADC-240
7703,blaOXA-23
7703,blaOXA-69
7703,sul2
7704,abaF
7704,adeC
7704,amvA
7704,ant(2'')-Ia
7704,ant(3'')-IIa
7704,aph(3')-VIa
7704,blaADC-240
7704,blaOXA-23
7704,blaOXA-69
7704,sul2
7705,abaF
7705,adeC
7705,amvA
7705,ant(2'')-Ia
7705,ant(3'')-IIa
7705,aph(3')-VIa
7705,blaADC-240
7705,blaOXA-23
7705,blaOXA-69
7705,sul2
7706,abaF
7706,adeC
7706,amvA
7706,ant(2'')-Ia
7706,ant(3'')-IIa
7706,blaADC-240
7706,blaOXA-23
7706,blaOXA-69
7706,sul2
7707,abaF
7707,adeC
7707,amvA
7707,ant(2'')-Ia
7707,ant(3'')-IIa
7707,aph(3')-VIa
7707,blaADC-240
7707,blaOXA-23
7707,blaOXA-69
7707,sul2
7708,abaF
7708,adeC
7708,amvA
7708,ant(2'')-Ia
7708,ant(3'')-IIa
7708,aph(3')-VIa
7708,blaADC-240
7708,blaOXA-23
7708,blaOXA-69
7708,sul2
7709,abaF
7709,adeC
7709,amvA
7709,ant(2'')-Ia
7709,ant(3'')-IIa
7709,aph(3')-VIa
7709,blaADC-240
7709,blaADC-74
7709,blaOXA-23
7709,blaOXA-69
7709,mph(E)
7709,msr(E)
7709,sul2
7710,aac(3)-Ia
7710,aacA16
7710,abaF
7710,amvA
7710,aph(3')-Ia
7710,blaADC-33
7710,blaOXA-82
7710,blaTEM-1
7710,sul1
7710,sul2
7711,aac(3)-Ia
7711,abaF
7711,adeC
7711,amvA
7711,aph(3')-Ia
7711,blaADC-33
7711,blaOXA-82
7711,sul2
7712,aac(3)-Ia
7712,abaF
7712,adeC
7712,amvA
7712,aph(3')-Ia
7712,blaADC-33
7712,blaOXA-82
7712,sul2
7713,abaF
7713,amvA
7713,ant(2'')-Ia
7713,ant(3'')-IIa
7713,aph(3'')-Ib
7713,aph(3')-VIb
7713,aph(6)-Id
7713,blaADC-79
7713,blaCARB-49
7713,blaOXA-100
7713,blaPER-1
7713,tet(39)
7714,abaF
7714,amvA
7714,ant(2'')-Ia
7714,ant(3'')-IIa
7714,aph(3'')-Ib
7714,aph(3')-VIb
7714,aph(6)-Id
7714,blaADC-79
7714,blaCARB-49
7714,blaOXA-100
7714,blaPER-1
7714,tet(39)
7715,abaF
7715,amvA
7715,ant(2'')-Ia
7715,ant(3'')-IIa
7715,aph(3'')-Ib
7715,aph(3')-VIb
7715,aph(6)-Id
7715,blaADC-79
7715,blaCARB-49
7715,blaOXA-100
7715,blaPER-1
7715,tet(39)
7716,abaF
7716,amvA
7716,ant(2'')-Ia
7716,ant(3'')-IIa
7716,aph(3'')-Ib
7716,aph(3')-VIb
7716,aph(6)-Id
7716,blaADC-79
7716,blaCARB-49
7716,blaOXA-100
7716,blaPER-1
7716,tet(39)
7717,abaF
7717,amvA
7717,ant(2'')-Ia
7717,ant(3'')-IIa
7717,aph(3'')-Ib
7717,aph(3')-VIb
7717,aph(6)-Id
7717,blaADC-93
7717,blaCARB-49
7717,blaOXA-100
7717,blaPER-1
7717,tet(39)
7718,abaF
7718,amvA
7718,ant(2'')-Ia
7718,ant(3'')-IIa
7718,aph(3'')-Ib
7718,aph(3')-VIb
7718,aph(6)-Id
7718,blaADC-79
7718,blaCARB-49
7718,blaOXA-100
7718,blaPER-1
7718,tet(39)
7719,abaF
7719,amvA
7719,ant(2'')-Ia
7719,ant(3'')-IIa
7719,aph(3'')-Ib
7719,aph(3')-VIb
7719,aph(6)-Id
7719,blaADC-79
7719,blaCARB-49
7719,blaOXA-100
7719,blaPER-1
7719,tet(39)
7720,abaF
7720,amvA
7720,ant(2'')-Ia
7720,ant(3'')-IIa
7720,aph(3'')-Ib
7720,aph(3')-VIb
7720,blaADC-79
7720,blaCARB-49
7720,blaOXA-100
7720,blaPER-1
7720,tet(39)
7721,aac(6')-Ib'
7721,aadA1
7721,abaF
7721,adeC
7721,amvA
7721,ant(3'')-IIa
7721,aph(3'')-Ib
7721,aph(3')-Ia
7721,aph(3')-VIa
7721,aph(6)-Id
7721,blaADC-56
7721,blaOXA-23
7721,blaOXA-82
7721,blaTEM-1
7721,catB8
7721,mph(E)
7721,msr(E)
7721,sul1
7721,tet(B)
7722,aac(6')-Ib'
7722,aadA1
7722,abaF
7722,adeC
7722,amvA
7722,ant(3'')-IIa
7722,aph(3'')-Ib
7722,aph(3')-Ia
7722,aph(3')-VIa
7722,aph(6)-Id
7722,blaADC-56
7722,blaOXA-23
7722,blaOXA-82
7722,blaTEM-1
7722,catB8
7722,mph(E)
7722,msr(E)
7722,sul1
7722,tet(B)
7723,abaF
7723,adeC
7723,amvA
7723,ant(3'')-IIa
7723,aph(3'')-Ib
7723,aph(3')-Ia
7723,aph(3')-VIa
7723,aph(6)-Id
7723,blaADC-56
7723,blaOXA-23
7723,blaOXA-82
7723,blaTEM-1
7723,mph(E)
7723,msr(E)
7723,tet(B)
7724,aac(3)-Ia
7724,aadA1
7724,abaF
7724,adeC
7724,amvA
7724,ant(3'')-IIa
7724,aph(3'')-Ib
7724,aph(3')-Ia
7724,aph(3')-VIa
7724,aph(6)-Id
7724,blaADC-30
7724,blaOXA-23
7724,blaOXA-66
7724,blaTEM-1
7724,sul1
7724,sul2
7724,tet(B)
7725,aac(3)-Ia
7725,aadA1
7725,adeC
7725,amvA
7725,ant(3'')-IIa
7725,aph(3'')-Ib
7725,aph(3')-Ia
7725,aph(6)-Id
7725,blaADC-25
7725,blaOXA-66
7725,blaTEM-1
7725,catA1
7725,sul1
7725,sul2
7725,tet(B)
7726,aac(3)-Ia
7726,aadA1
7726,adeC
7726,amvA
7726,ant(3'')-IIa
7726,aph(3'')-Ib
7726,aph(6)-Id
7726,blaADC-25
7726,blaOXA-66
7726,blaTEM-1
7726,sul1
7726,sul2
7726,tet(B)
7727,aac(3)-Ia
7727,aadA1
7727,adeC
7727,amvA
7727,ant(3'')-IIa
7727,aph(3'')-Ib
7727,aph(6)-Id
7727,blaADC
7727,blaOXA-66
7727,blaTEM-1
7727,catA1
7727,sul1
7727,sul2
7727,tet(B)
7728,aac(3)-Ia
7728,abaF
7728,adeC
7728,amvA
7728,ant(3'')-IIa
7728,blaADC-33
7728,blaOXA-82
7728,sul1
7729,abaF
7729,adeC
7729,amvA
7729,ant(2'')-Ia
7729,ant(3'')-IIa
7729,aph(3')-VIa
7729,blaADC-96
7729,blaOXA-69
7730,abaF
7730,adeC
7730,amvA
7730,ant(2'')-Ia
7730,ant(3'')-IIa
7730,aph(3')-VIa
7730,blaADC-96
7730,blaOXA-69
7731,abaF
7731,adeC
7731,amvA
7731,ant(2'')-Ia
7731,ant(3'')-IIa
7731,aph(3')-VIa
7731,blaADC-96
7731,blaOXA-69
7732,amvA
7732,ant(3'')-IIa
7732,blaADC-242
7732,blaOXA-314
7733,amvA
7733,ant(3'')-IIa
7733,blaADC-242
7733,blaOXA-314
7734,amvA
7734,ant(3'')-IIa
7734,blaADC-242
7734,blaOXA-314
7735,aac(3)-Ia
7735,aadA1
7735,abaF
7735,adeC
7735,amvA
7735,aph(3'')-Ib
7735,aph(6)-Id
7735,armA
7735,blaADC-33
7735,blaOXA-23
7735,blaOXA-82
7735,mph(E)
7735,msr(E)
7735,sul1
7735,tet(B)
7736,aac(3)-Ia
7736,aadA1
7736,abaF
7736,adeC
7736,amvA
7736,aph(3'')-Ib
7736,aph(6)-Id
7736,armA
7736,blaADC-33
7736,blaOXA-23
7736,blaOXA-82
7736,mph(E)
7736,msr(E)
7736,sul1
7736,tet(B)
7737,aac(3)-Ia
7737,aadA1
7737,abaF
7737,adeC
7737,amvA
7737,aph(3'')-Ib
7737,aph(6)-Id
7737,armA
7737,blaADC-33
7737,blaOXA-23
7737,blaOXA-82
7737,mph(E)
7737,msr(E)
7737,sul1
7737,tet(B)
7738,abaF
7738,adeC
7738,amvA
7738,ant(2'')-Ia
7738,ant(3'')-IIa
7738,aph(3')-VIa
7738,blaADC-212
7738,blaOXA-23
7738,blaOXA-71
7738,sul1
7739,abaF
7739,adeC
7739,amvA
7739,ant(2'')-Ia
7739,ant(3'')-IIa
7739,aph(3')-VIa
7739,blaADC-212
7739,blaOXA-23
7739,blaOXA-71
7739,sul1
7740,abaF
7740,amvA
7740,ant(3'')-IIa
7740,bla
7740,blaADC
7740,blaOXA-263
7741,aadA2
7741,abaF
7741,adeC
7741,amvA
7741,ant(2'')-Ia
7741,ant(3'')-IIa
7741,blaADC-244
7741,blaOXA-223
7741,sul1
7742,abaF
7742,amvA
7742,ant(3'')-IIa
7742,blaADC-52
7742,blaOXA-71
7743,abaF
7743,amvA
7743,ant(3'')-IIa
7743,blaADC-52
7743,blaOXA-90
7744,abaF
7744,amvA
7744,ant(3'')-IIa
7744,blaADC-52
7744,blaOXA-90
7745,abaF
7745,amvA
7745,ant(3'')-IIa
7745,blaADC-159
7745,blaOXA-939
7745,fos
7746,abaF
7746,amvA
7746,ant(3'')-IIa
7746,blaADC-159
7746,blaOXA-939
7746,fos
7747,aac(6')-Ib'
7747,aadA1
7747,abaF
7747,adeC
7747,amvA
7747,ant(3'')-IIa
7747,aph(3'')-Ib
7747,aph(3')-Ia
7747,aph(3')-VIa
7747,aph(6)-Id
7747,armA
7747,blaADC-30
7747,blaOXA-23
7747,blaOXA-66
7747,blaTEM-1
7747,catB8
7747,mph(E)
7747,msr(E)
7747,sul1
7747,tet(B)
7748,aac(6')-Ib'
7748,aadA1
7748,abaF
7748,adeC
7748,amvA
7748,ant(3'')-IIa
7748,aph(3'')-Ib
7748,aph(3')-Ia
7748,aph(3')-VIa
7748,aph(6)-Id
7748,armA
7748,blaADC-30
7748,blaOXA-23
7748,blaOXA-66
7748,blaTEM-1
7748,catB8
7748,mph(E)
7748,msr(E)
7748,sul1
7748,tet(B)
7749,abaF
7749,amvA
7749,ant(3'')-IIa
7749,aph(3'')-Ib
7749,aph(3')-VIa
7749,aph(6)-Id
7749,armA
7749,arr-2
7749,blaADC-76
7749,blaOXA-23
7749,blaOXA-68
7749,blaPER-7
7749,cmlA5
7749,mph(E)
7749,msr(E)
7749,sul1
7749,sul2
7750,abaF
7750,amvA
7750,ant(3'')-IIa
7750,aph(3'')-Ib
7750,aph(3')-VIa
7750,aph(6)-Id
7750,armA
7750,arr-2
7750,blaADC-76
7750,blaOXA-23
7750,blaOXA-68
7750,blaPER-7
7750,cmlA5
7750,mph(E)
7750,sul1
7750,sul2
7750,tet(B)
7751,tet(O)
7752,tet(O)
7753,tet(O)
7754,aph(3')-IIIa
7754,tet(O)
7755,tet(O)
7756,tet(O)
7757,tet(O)
7758,tet(O)
7759,tet(O)
7760,tet(O)
7761,tet(O)
7762,tet(O)
7763,tet(O)
7764,tet(O)
7765,tet(O)
7766,tet(O)
7767,aph(3')-IIIa
7767,blaOXA-193
7767,tet(O)
7768,aph(3')-IIIa
7768,blaOXA-193
7768,tet(O)
7769,aph(2'')-IIIa
7769,aph(3')-IIIa
7769,blaOXA-193
7769,tet(O)
7770,aph(3')-IIIa
7770,blaOXA-193
7770,tet(O)
7771,aph(2'')-IIIa
7771,aph(3')-IIIa
7771,blaOXA-193
7771,tet(O)
7772,aph(3')-IIIa
7772,blaOXA-193
7772,tet(O)
7773,blaOXA-193
7774,aph(3')-IIIa
7774,blaOXA-193
7774,tet(O)
7775,aph(3')-IIIa
7775,blaOXA-193
7775,tet(O)
7776,aph(3')-IIIa
7776,blaOXA-193
7776,tet(O)
7777,blaOXA-193
7778,aph(3')-IIIa
7778,blaOXA-193
7778,blaOXA
7778,tet(O)
7779,blaOXA-193
7779,tet(O)
7780,aph(3')-IIIa
7780,blaOXA-193
7780,tet(O)
7781,aph(3')-IIIa
7781,blaOXA-193
7781,tet(O)
7782,aph(3')-IIIa
7782,blaOXA-193
7782,tet(O)
7783,aph(3')-IIIa
7783,blaOXA-193
7783,tet(O)
7784,blaOXA-193
7784,tet(O)
7785,aph(3')-IIIa
7785,blaOXA-193
7785,blaOXA
7785,tet(O)
7786,aph(3')-IIIa
7786,blaOXA-193
7786,tet(O)
7787,blaOXA-193
7787,tet(O)
7788,blaOXA-193
7789,aph(3')-IIIa
7789,blaOXA-193
7789,tet(O)
7790,aph(3')-IIIa
7790,blaOXA-193
7790,tet(O)
7791,aph(3')-IIIa
7791,blaOXA-193
7791,tet(O)
7792,blaOXA-193
7792,tet(O)
7793,aph(3')-IIIa
7793,blaOXA-193
7793,tet(O)
7794,aph(3')-IIIa
7794,blaOXA-193
7794,tet(O)
7795,aph(3')-IIIa
7795,blaOXA-193
7795,blaOXA
7795,tet(O)
7796,aph(2'')-IIIa
7796,aph(3')-IIIa
7796,blaOXA-193
7796,tet(O)
7797,blaOXA-193
7798,aph(3')-IIIa
7798,blaOXA-193
7798,tet(O)
7799,blaOXA-193
7799,tet(O)
7800,blaOXA-193
7800,tet(O)
7801,aph(3')-IIIa
7801,blaOXA-193
7801,blaOXA
7801,tet(O)
7802,aph(3')-IIIa
7802,blaOXA-193
7802,tet(O)
7803,aph(3')-IIIa
7803,blaOXA-193
7803,tet(O)
7804,aph(3')-IIIa
7804,blaOXA-193
7804,tet(O)
7805,aph(3')-IIIa
7805,blaOXA-193
7805,tet(O)
7806,aadA2
7806,abaF
7806,amvA
7806,ant(2'')-Ia
7806,ant(3'')-IIa
7806,ant(3'')-Ia
7806,aph(3'')-Ib
7806,aph(3')-Ia
7806,aph(3')-VIa
7806,aph(6)-Id
7806,blaADC-26
7806,blaOXA-64
7806,blaPER-1
7806,sul1
7806,sul2
7807,aadA2
7807,abaF
7807,amvA
7807,ant(2'')-Ia
7807,ant(3'')-IIa
7807,ant(3'')-Ia
7807,aph(3'')-Ib
7807,aph(3')-Ia
7807,aph(6)-Id
7807,blaADC-26
7807,blaOXA-64
7807,blaPER-1
7807,sul1
7807,sul2
7808,aadA2
7808,abaF
7808,amvA
7808,ant(2'')-Ia
7808,ant(3'')-IIa
7808,ant(3'')-Ia
7808,aph(3'')-Ib
7808,aph(3')-Ia
7808,aph(3')-VIa
7808,aph(6)-Id
7808,blaADC-26
7808,blaOXA-64
7808,blaPER-1
7808,sul1
7808,sul2
7809,aadA2
7809,abaF
7809,amvA
7809,ant(2'')-Ia
7809,ant(3'')-IIa
7809,ant(3'')-Ia
7809,aph(3'')-Ib
7809,aph(3')-Ia
7809,aph(6)-Id
7809,blaADC-26
7809,blaOXA-64
7809,blaPER-1
7809,sul1
7809,sul2
7810,aadA2
7810,abaF
7810,amvA
7810,ant(2'')-Ia
7810,ant(3'')-IIa
7810,ant(3'')-Ia
7810,aph(3'')-Ib
7810,aph(3')-Ia
7810,aph(6)-Id
7810,blaADC-26
7810,blaOXA-64
7810,blaPER-1
7810,sul1
7810,sul2
7811,aadA2
7811,abaF
7811,amvA
7811,ant(2'')-Ia
7811,ant(3'')-IIa
7811,ant(3'')-Ia
7811,aph(3'')-Ib
7811,aph(3')-Ia
7811,aph(6)-Id
7811,blaADC-26
7811,blaOXA-64
7811,blaPER-1
7811,sul1
7811,sul2
7812,aac(3)-IIe
7812,abaF
7812,adeC
7812,amvA
7812,ant(3'')-IIa
7812,aph(3'')-Ib
7812,aph(3')-Ia
7812,aph(3')-VIa
7812,aph(6)-Id
7812,blaADC-25
7812,blaOXA-66
7812,blaTEM-1
7812,catA1
7812,sul2
7812,tet(B)
7813,aac(3)-IIe
7813,abaF
7813,adeC
7813,amvA
7813,ant(3'')-IIa
7813,aph(3'')-Ib
7813,aph(3')-Ia
7813,aph(3')-VIa
7813,aph(6)-Id
7813,blaADC-25
7813,blaOXA-66
7813,blaTEM-1
7813,catA1
7813,sul2
7813,tet(B)
7814,aac(3)-IIe
7814,abaF
7814,adeC
7814,amvA
7814,ant(3'')-IIa
7814,aph(3'')-Ib
7814,aph(3')-Ia
7814,aph(3')-VIa
7814,aph(6)-Id
7814,blaADC-25
7814,blaOXA-66
7814,blaTEM-1
7814,catA1
7814,sul2
7814,tet(B)
7815,aac(3)-IIe
7815,abaF
7815,adeC
7815,amvA
7815,ant(3'')-IIa
7815,aph(3'')-Ib
7815,aph(3')-Ia
7815,aph(3')-VIa
7815,aph(6)-Id
7815,blaADC-25
7815,blaOXA-66
7815,blaTEM-1
7815,catA1
7815,sul2
7815,tet(B)
7816,aac(3)-IIe
7816,abaF
7816,adeC
7816,amvA
7816,ant(3'')-IIa
7816,aph(3'')-Ib
7816,aph(3')-Ia
7816,aph(3')-VIa
7816,aph(6)-Id
7816,blaADC-25
7816,blaOXA-66
7816,blaTEM-1
7816,catA1
7816,sul2
7816,tet(B)
7817,aac(3)-IIe
7817,abaF
7817,adeC
7817,amvA
7817,ant(3'')-IIa
7817,aph(3'')-Ib
7817,aph(3')-Ia
7817,aph(3')-VIa
7817,aph(6)-Id
7817,blaADC-25
7817,blaOXA-66
7817,blaTEM-1
7817,catA1
7817,sul2
7817,tet(B)
7818,aac(3)-IIe
7818,abaF
7818,adeC
7818,amvA
7818,ant(3'')-IIa
7818,aph(3'')-Ib
7818,aph(3')-Ia
7818,aph(3')-VIa
7818,aph(6)-Id
7818,blaADC-25
7818,blaOXA-66
7818,blaTEM-1
7818,catA1
7818,sul2
7818,tet(B)
7819,aac(3)-IIe
7819,abaF
7819,adeC
7819,amvA
7819,ant(3'')-IIa
7819,aph(3'')-Ib
7819,aph(3')-Ia
7819,aph(6)-Id
7819,blaADC-25
7819,blaOXA-66
7819,blaTEM-1
7819,catA1
7819,sul2
7819,tet(B)
7820,aac(3)-IId
7820,abaF
7820,adeC
7820,amvA
7820,ant(3'')-IIa
7820,aph(3'')-Ib
7820,aph(3')-VIb
7820,blaADC-76
7820,blaCARB-2
7820,blaOXA-58
7820,blaOXA-68
7820,blaPSE
7820,dfrA16
7820,mph(E)
7820,msr(E)
7820,sul1
7820,tet(39)
7821,aac(3)-IId
7821,abaF
7821,adeC
7821,amvA
7821,ant(3'')-IIa
7821,aph(3'')-Ib
7821,aph(3')-VIb
7821,blaADC-76
7821,blaCARB-2
7821,blaOXA-58
7821,blaOXA-68
7821,blaPSE
7821,dfrA16
7821,mph(E)
7821,msr(E)
7821,sul1
7821,tet(39)
7822,aac(3)-IId
7822,abaF
7822,adeC
7822,amvA
7822,ant(3'')-IIa
7822,aph(3'')-Ib
7822,aph(3')-VIb
7822,blaADC-76
7822,blaCARB-2
7822,blaOXA-58
7822,blaOXA-68
7822,blaPSE
7822,dfrA16
7822,mph(E)
7822,msr(E)
7822,sul1
7822,tet(39)
7823,aac(3)-IId
7823,abaF
7823,adeC
7823,amvA
7823,ant(3'')-IIa
7823,aph(3'')-Ib
7823,aph(3')-VIb
7823,blaADC-76
7823,blaCARB-2
7823,blaOXA-58
7823,blaOXA-68
7823,blaPSE
7823,dfrA16
7823,mph(E)
7823,msr(E)
7823,sul1
7823,tet(39)
7824,aac(3)-IId
7824,abaF
7824,adeC
7824,amvA
7824,ant(3'')-IIa
7824,aph(3'')-Ib
7824,aph(3')-VIb
7824,blaADC-76
7824,blaCARB-2
7824,blaOXA-58
7824,blaOXA-68
7824,blaPSE
7824,dfrA16
7824,mph(E)
7824,msr(E)
7824,sul1
7824,tet(39)
7825,aac(3)-IId
7825,abaF
7825,adeC
7825,amvA
7825,ant(3'')-IIa
7825,aph(3'')-Ib
7825,aph(3')-VIb
7825,blaADC-76
7825,blaCARB-2
7825,blaOXA-58
7825,blaOXA-68
7825,blaPSE
7825,dfrA16
7825,mph(E)
7825,msr(E)
7825,sul1
7825,tet(39)
7826,aac(3)-IId
7826,abaF
7826,adeC
7826,amvA
7826,ant(3'')-IIa
7826,aph(3'')-Ib
7826,aph(3')-VIb
7826,blaADC-76
7826,blaCARB-2
7826,blaOXA-58
7826,blaOXA-68
7826,blaPSE
7826,dfrA16
7826,mph(E)
7826,msr(E)
7826,sul1
7826,tet(39)
7827,aac(3)-IId
7827,abaF
7827,adeC
7827,amvA
7827,ant(3'')-IIa
7827,aph(3'')-Ib
7827,aph(3')-VIb
7827,blaADC-76
7827,blaCARB-2
7827,blaOXA-58
7827,blaOXA-68
7827,blaPSE
7827,dfrA16
7827,mph(E)
7827,msr(E)
7827,sul1
7827,tet(39)
7828,aac(3)-IId
7828,abaF
7828,adeC
7828,amvA
7828,ant(3'')-IIa
7828,aph(3'')-Ib
7828,aph(3')-VIb
7828,blaADC-76
7828,blaCARB-2
7828,blaOXA-58
7828,blaOXA-68
7828,blaPSE
7828,dfrA16
7828,mph(E)
7828,msr(E)
7828,sul1
7828,tet(39)
7829,abaF
7829,amvA
7829,ant(2'')-Ia
7829,ant(3'')-IIa
7829,blaADC-222
7829,blaOXA-23
7829,blaOXA-95
7829,catB3
7829,dfrA19
7829,mph(E)
7829,msr(E)
7829,sul1
7830,abaF
7830,adeC
7830,amvA
7830,ant(2'')-Ia
7830,ant(3'')-IIa
7830,aph(3')-VIa
7830,blaADC-74
7830,blaOXA-23
7830,blaOXA-69
7830,mph(E)
7830,msr(E)
7830,sul1
7831,abaF
7831,adeC
7831,amvA
7831,ant(2'')-Ia
7831,ant(3'')-IIa
7831,aph(3')-VIa
7831,blaADC-74
7831,blaOXA-23
7831,blaOXA-69
7831,mph(E)
7831,msr(E)
7831,sul1
7832,abaF
7832,adeC
7832,amvA
7832,ant(2'')-Ia
7832,ant(3'')-IIa
7832,aph(3')-VIa
7832,blaADC-74
7832,blaOXA-23
7832,blaOXA-69
7832,mph(E)
7832,msr(E)
7832,sul1
7833,abaF
7833,adeC
7833,amvA
7833,ant(2'')-Ia
7833,ant(3'')-IIa
7833,aph(3')-VIa
7833,blaADC-74
7833,blaOXA-23
7833,blaOXA-69
7833,mph(E)
7833,msr(E)
7833,sul1
7834,abaF
7834,amvA
7834,ant(2'')-Ia
7834,ant(3'')-IIa
7834,aph(3'')-Ib
7834,aph(3')-VIa
7834,aph(6)-Id
7834,blaADC-88
7834,blaMCA
7834,blaOXA-317
7834,sul2
7834,tet(39)
7835,abaF
7835,amvA
7835,ant(2'')-Ia
7835,ant(3'')-IIa
7835,aph(3'')-Ib
7835,aph(6)-Id
7835,blaADC-88
7835,blaMCA
7835,blaOXA-317
7835,sul2
7836,abaF
7836,amvA
7836,ant(2'')-Ia
7836,ant(3'')-IIa
7836,aph(3'')-Ib
7836,aph(6)-Id
7836,blaADC-88
7836,blaMCA
7836,blaOXA-317
7836,sul2
7836,tet(39)
7837,abaF
7837,amvA
7837,ant(2'')-Ia
7837,ant(3'')-IIa
7837,aph(3'')-Ib
7837,aph(6)-Id
7837,blaADC-88
7837,blaMCA
7837,blaOXA-317
7837,sul2
7837,tet(39)
7838,abaF
7838,adeC
7838,amvA
7838,ant(3'')-IIa
7838,aph(3'')-Ib
7838,aph(3')-Ia
7838,aph(6)-Id
7838,blaADC-162
7838,blaOXA-23
7838,blaOXA-66
7838,blaTEM-1
7838,sul2
7838,tet(B)
7839,aac(6')-Ib'
7839,aadA1
7839,abaF
7839,adeC
7839,amvA
7839,ant(3'')-IIa
7839,aph(3'')-Ib
7839,aph(3')-Ia
7839,aph(3')-VIa
7839,aph(6)-Id
7839,armA
7839,blaADC-162
7839,blaOXA-23
7839,blaOXA-66
7839,blaTEM-1
7839,catB8
7839,mph(E)
7839,msr(E)
7839,sul1
7839,tet(B)
7840,aac(6')-Ib'
7840,aadA1
7840,abaF
7840,adeC
7840,amvA
7840,ant(3'')-IIa
7840,aph(3'')-Ib
7840,aph(3')-Ia
7840,aph(3')-VIa
7840,aph(6)-Id
7840,armA
7840,blaADC-162
7840,blaOXA-23
7840,blaOXA-66
7840,blaTEM-1
7840,catB8
7840,mph(E)
7840,msr(E)
7840,sul1
7840,tet(B)
7841,amvA
7841,ant(3'')-IIa
7841,blaADC-242
7841,blaOXA-314
7842,amvA
7842,ant(3'')-IIa
7842,blaADC-242
7842,blaOXA-314
7843,aadA2
7843,abaF
7843,amvA
7843,ant(2'')-Ia
7843,ant(3'')-IIa
7843,aph(3'')-Ib
7843,aph(3')-Ia
7843,aph(3')-VIa
7843,aph(6)-Id
7843,blaADC-215
7843,blaOXA-172
7843,sul1
7843,tet(B)
7844,adeC
7844,amvA
7844,ant(2'')-Ia
7844,ant(3'')-IIa
